IP,Inventario,Acuracia,TempoReacao,APM,TaxaHeadshots,JaFoiSuspeito,IPRepetido,SusInv,Classe
192.168.115.18,"Drone, Fuzil, Metralhadora, Sniper",52,62,136,55,0,0,0,Legítimo
192.168.238.176,"Colete, GranadaFumo, Explosivo, Faca",76,354,68,19,0,0,0,Legítimo
192.168.151.162,"Fuzil, GranadaFumo, Explosivo, Mira",96,162,148,11,1,0,0,Suspeito
192.168.62.82,"Capacete, Revólver, Metralhadora, Lança-granadas",87,238,101,51,0,0,0,Legítimo
192.168.239.102,"Mira, Fuzil, Explosivo, Colete",93,396,94,51,1,1,0,Suspeito
192.168.133.53,"Silenciador, GranadaFrag, Capacete, Sniper",71,343,126,14,0,0,0,Legítimo
192.168.5.255,"Capacete, Sniper, Explosivo, Submetralhadora",94,336,28,85,0,1,0,Suspeito
192.168.85.16,"GranadaInc, Mira, Drone, Submetralhadora",56,338,50,1,1,0,0,Legítimo
192.168.75.33,"Sniper, Explosivo, Mira, Faca",71,150,64,65,0,0,0,Legítimo
192.168.195.48,"Mira, Submetralhadora, Metralhadora, Revólver",82,274,74,65,0,0,0,Legítimo
192.168.28.241,"MedKit, GranadaFumo, Pistola, Fuzil",93,348,101,9,0,0,0,Legítimo
192.168.2.33,"GranadaInc, Colete, Metralhadora, Faca",42,77,128,77,0,0,0,Suspeito
192.168.112.156,"Explosivo, Pistola, Mira, Revólver",72,238,149,80,0,0,0,Legítimo
192.168.22.79,"Metralhadora, MedKit, Torreta, GranadaInc",74,326,87,32,0,0,0,Legítimo
192.168.71.204,"Fuzil, Submetralhadora, Metralhadora, Faca",94,50,97,65,0,0,0,Legítimo
192.168.34.81,"Torreta, Colete, GranadaInc, Sniper",84,346,107,84,0,0,0,Suspeito
192.168.206.176,"Submetralhadora, Explosivo, GranadaFrag, Lança-granadas",56,238,147,6,0,0,0,Legítimo
192.168.96.65,"Lança-granadas, Colete, Silenciador, Explosivo",47,222,48,96,0,0,0,Legítimo
192.168.242.99,"Mira, Torreta, Fuzil, Revólver",48,87,75,27,0,0,0,Legítimo
192.168.174.235,"Capacete, Silenciador, Mira, Revólver",60,244,69,84,0,0,0,Legítimo
192.168.198.173,"Silenciador, GranadaFumo, Explosivo, MedKit",45,144,111,43,0,0,0,Legítimo
192.168.18.164,"Explosivo, Silenciador, Drone, Fuzil",64,92,121,28,0,0,0,Legítimo
192.168.168.71,"Faca, Colete, Lança-granadas, Silenciador",42,56,142,44,0,0,0,Legítimo
192.168.115.241,"Capacete, GranadaFumo, Colete, Silenciador",49,186,37,72,0,0,1,Suspeito
192.168.164.70,"Pistola, Revólver, Metralhadora, Explosivo",44,233,128,68,1,0,0,Legítimo
192.168.90.128,"GranadaInc, Fuzil, Sniper, Faca",70,266,122,14,0,0,0,Legítimo
192.168.69.124,"Capacete, Drone, Fuzil, Espingarda",55,362,80,47,0,0,1,Legítimo
192.168.108.8,"Colete, Fuzil, Mira, GranadaInc",99,122,68,17,0,0,0,Legítimo
192.168.176.90,"Espingarda, Faca, MedKit, GranadaFrag",50,284,61,49,0,0,0,Legítimo
192.168.84.82,"Fuzil, Drone, Faca, Silenciador",69,219,21,22,0,0,0,Legítimo
192.168.153.92,"Metralhadora, Mira, Revólver, Explosivo",56,120,130,43,0,0,0,Legítimo
192.168.46.18,"Colete, Capacete, Lança-granadas, Espingarda",63,67,134,41,0,0,0,Legítimo
192.168.255.31,"Metralhadora, Torreta, Lança-granadas, Mira",41,337,143,93,0,1,0,Suspeito
192.168.25.116,"Capacete, Lança-granadas, Metralhadora, MedKit",61,368,106,59,0,0,0,Legítimo
192.168.181.5,"Lança-granadas, Torreta, Explosivo, Silenciador",70,377,55,0,0,0,0,Legítimo
192.168.80.255,"MedKit, Colete, Lança-granadas, Fuzil",86,229,31,87,0,1,0,Suspeito
192.168.89.93,"Silenciador, GranadaFumo, Lança-granadas, Torreta",79,109,84,32,0,0,0,Legítimo
192.168.54.6,"Torreta, GranadaFumo, Submetralhadora, Silenciador",53,332,40,20,0,0,1,Legítimo
192.168.247.191,"Drone, Torreta, Lança-granadas, GranadaFrag",46,133,88,12,0,0,0,Legítimo
192.168.79.157,"Torreta, Colete, MedKit, GranadaInc",80,185,43,62,0,1,0,Legítimo
192.168.23.59,"Revólver, Fuzil, GranadaFumo, Torreta",99,246,88,77,0,0,0,Legítimo
192.168.186.125,"MedKit, Revólver, Torreta, GranadaFrag",40,349,30,75,0,0,0,Legítimo
192.168.136.241,"Revólver, MedKit, Capacete, Colete",41,376,35,48,0,0,0,Legítimo
192.168.215.203,"GranadaFrag, Metralhadora, Drone, Torreta",69,172,24,77,0,0,0,Suspeito
192.168.245.232,"Drone, Explosivo, Revólver, Fuzil",89,288,85,42,0,0,0,Legítimo
192.168.19.241,"Fuzil, Pistola, Lança-granadas, Drone",67,370,143,74,0,1,0,Suspeito
192.168.117.42,"Silenciador, Mira, Lança-granadas, Revólver",65,150,83,65,0,1,0,Legítimo
192.168.156.95,"Pistola, Silenciador, GranadaFrag, Mira",51,378,92,50,0,0,0,Legítimo
192.168.241.19,"Pistola, Drone, Colete, Sniper",77,274,24,80,0,1,0,Suspeito
192.168.61.248,"GranadaInc, Revólver, Submetralhadora, Faca",61,242,68,74,0,0,0,Legítimo
192.168.239.241,"GranadaInc, Capacete, Sniper, Silenciador",72,120,118,90,0,0,0,Suspeito
192.168.133.116,"Pistola, Sniper, Drone, GranadaFumo",60,189,24,61,0,0,0,Legítimo
192.168.223.8,"Fuzil, Pistola, Torreta, Drone",56,134,70,90,0,0,0,Legítimo
192.168.11.160,"Silenciador, Sniper, Pistola, Explosivo",46,320,77,22,0,0,0,Legítimo
192.168.224.47,"Metralhadora, Capacete, Submetralhadora, GranadaFrag",42,369,88,81,0,0,0,Legítimo
192.168.89.208,"Fuzil, Faca, Capacete, Explosivo",87,174,58,21,0,0,0,Legítimo
192.168.185.179,"GranadaFumo, Faca, Torreta, Capacete",53,139,142,64,0,0,0,Legítimo
192.168.72.94,"GranadaFrag, Silenciador, MedKit, Faca",50,400,34,5,0,0,0,Legítimo
192.168.156.78,"Submetralhadora, Faca, GranadaFrag, Explosivo",92,187,101,77,0,0,0,Suspeito
192.168.11.47,"Silenciador, Colete, Fuzil, Mira",97,145,134,25,0,0,1,Suspeito
192.168.251.216,"Torreta, Faca, Pistola, GranadaInc",50,98,53,82,0,0,0,Legítimo
192.168.155.213,"Metralhadora, GranadaFrag, Explosivo, GranadaFumo",96,305,80,73,0,0,0,Legítimo
192.168.225.93,"Faca, Torreta, Revólver, Lança-granadas",83,243,138,3,0,0,0,Legítimo
192.168.51.178,"GranadaFumo, MedKit, Drone, Explosivo",68,293,23,43,0,0,0,Legítimo
192.168.183.166,"Torreta, Colete, Submetralhadora, Faca",66,354,119,14,0,0,0,Legítimo
192.168.202.4,"Sniper, Explosivo, Silenciador, Torreta",80,311,112,51,0,0,0,Legítimo
192.168.185.244,"Drone, GranadaFumo, Lança-granadas, Colete",41,173,88,42,0,0,0,Legítimo
192.168.137.142,"Capacete, Fuzil, Revólver, Pistola",90,277,118,3,0,0,0,Legítimo
192.168.166.123,"Explosivo, Metralhadora, Espingarda, Faca",54,394,105,29,0,0,0,Legítimo
192.168.245.96,"Espingarda, Faca, GranadaInc, Sniper",93,256,121,13,0,0,0,Legítimo
192.168.219.182,"Revólver, GranadaFumo, Espingarda, Submetralhadora",56,343,132,38,0,0,0,Legítimo
192.168.252.117,"Espingarda, Colete, Faca, GranadaFumo",60,64,91,87,0,0,1,Suspeito
192.168.20.8,"GranadaFumo, Torreta, Faca, Explosivo",78,347,130,21,0,0,0,Legítimo
192.168.25.1,"Submetralhadora, GranadaInc, GranadaFrag, Sniper",83,307,85,41,0,0,0,Legítimo
192.168.79.143,"Lança-granadas, Silenciador, Explosivo, Revólver",47,53,68,53,0,0,0,Legítimo
192.168.87.74,"MedKit, Torreta, Faca, GranadaFrag",60,218,35,70,0,0,0,Legítimo
192.168.31.9,"Colete, Metralhadora, Sniper, Pistola",70,366,43,15,0,0,0,Legítimo
192.168.237.242,"Sniper, Faca, Metralhadora, Fuzil",76,364,63,85,0,0,0,Legítimo
192.168.151.144,"Mira, Espingarda, GranadaFrag, MedKit",60,267,81,73,1,0,0,Legítimo
192.168.144.17,"Espingarda, Lança-granadas, GranadaFrag, Metralhadora",43,135,38,71,0,0,0,Suspeito
192.168.89.82,"Fuzil, Espingarda, Lança-granadas, Sniper",78,114,99,30,0,0,0,Legítimo
192.168.153.228,"Mira, Revólver, GranadaFumo, Sniper",51,227,23,50,0,0,0,Legítimo
192.168.222.143,"MedKit, GranadaInc, Lança-granadas, GranadaFumo",52,239,95,19,0,0,0,Legítimo
192.168.134.74,"Sniper, Drone, Faca, Metralhadora",80,376,40,59,0,0,0,Legítimo
192.168.79.248,"Colete, Fuzil, Mira, Revólver",94,109,73,57,0,0,0,Legítimo
192.168.189.178,"Metralhadora, GranadaInc, Capacete, Faca",43,213,26,91,0,1,0,Suspeito
192.168.53.82,"Explosivo, Capacete, Mira, Sniper",40,338,30,98,1,0,0,Suspeito
192.168.177.136,"Sniper, Lança-granadas, Silenciador, Pistola",92,149,135,81,0,0,0,Suspeito
192.168.51.101,"Drone, GranadaInc, Lança-granadas, Fuzil",63,152,100,99,0,1,0,Suspeito
192.168.177.185,"GranadaFumo, Espingarda, GranadaInc, Revólver",61,120,50,68,1,0,0,Legítimo
192.168.228.145,"Faca, Submetralhadora, Torreta, Fuzil",82,249,103,67,0,0,0,Legítimo
192.168.166.241,"Explosivo, Mira, MedKit, Espingarda",61,313,35,25,0,1,0,Legítimo
192.168.30.9,"Explosivo, Torreta, Espingarda, Faca",55,123,74,38,0,0,0,Legítimo
192.168.19.102,"Torreta, Fuzil, Colete, Sniper",52,398,149,54,0,0,0,Legítimo
192.168.202.59,"Pistola, Torreta, Capacete, Mira",94,93,130,5,0,0,1,Suspeito
192.168.78.31,"Fuzil, Submetralhadora, Sniper, GranadaFumo",58,214,69,72,0,0,0,Legítimo
192.168.188.69,"Metralhadora, Silenciador, Explosivo, GranadaFrag",76,334,68,82,0,0,0,Legítimo
192.168.200.205,"Mira, GranadaFrag, Pistola, Silenciador",95,83,108,81,0,0,0,Suspeito
192.168.231.136,"Sniper, Faca, Fuzil, Silenciador",76,192,110,33,0,1,0,Suspeito
192.168.48.177,"Explosivo, Metralhadora, Faca, GranadaFumo",96,53,148,56,0,0,0,Suspeito
192.168.146.59,"Drone, Silenciador, Sniper, Mira",66,204,53,77,0,0,1,Legítimo
192.168.40.209,"Drone, Metralhadora, Colete, Explosivo",75,333,95,35,0,0,0,Legítimo
192.168.34.176,"Mira, Revólver, Lança-granadas, Drone",65,111,142,65,0,1,0,Suspeito
192.168.113.57,"Revólver, Submetralhadora, Lança-granadas, Drone",100,54,47,7,0,0,0,Legítimo
192.168.245.239,"Lança-granadas, Submetralhadora, Faca, Mira",60,266,54,97,0,0,0,Legítimo
192.168.187.236,"Lança-granadas, GranadaInc, Faca, Explosivo",61,276,87,5,0,0,0,Legítimo
192.168.211.251,"GranadaFumo, Metralhadora, Silenciador, Drone",73,284,75,47,0,0,0,Legítimo
192.168.89.241,"Explosivo, Colete, Fuzil, Lança-granadas",41,65,67,100,0,1,0,Suspeito
192.168.74.63,"Explosivo, Revólver, Drone, Lança-granadas",98,152,41,94,0,0,0,Suspeito
192.168.6.228,"Pistola, GranadaFumo, Revólver, Espingarda",100,284,65,58,1,0,0,Legítimo
192.168.200.75,"Fuzil, GranadaFrag, Lança-granadas, Submetralhadora",57,188,41,77,0,0,0,Legítimo
192.168.137.12,"GranadaFumo, Drone, Pistola, Submetralhadora",100,387,111,85,0,0,0,Suspeito
192.168.123.138,"Revólver, Fuzil, GranadaFumo, Faca",83,97,128,89,0,0,0,Suspeito
192.168.214.53,"Torreta, Faca, Explosivo, Silenciador",44,59,130,59,0,0,0,Legítimo
192.168.234.107,"Submetralhadora, Torreta, Capacete, Silenciador",56,185,102,12,0,0,0,Legítimo
192.168.162.214,"Revólver, Metralhadora, Pistola, Silenciador",44,329,62,1,0,1,0,Legítimo
192.168.46.111,"GranadaInc, Drone, GranadaFumo, Colete",74,218,147,96,0,0,0,Legítimo
192.168.137.141,"MedKit, Espingarda, Colete, Drone",51,175,141,0,0,0,0,Legítimo
192.168.228.69,"Mira, Faca, Explosivo, Metralhadora",43,342,97,68,0,0,0,Legítimo
192.168.231.139,"GranadaFumo, Mira, Metralhadora, Drone",61,265,64,97,0,1,0,Legítimo
192.168.153.94,"Torreta, Fuzil, Espingarda, MedKit",84,84,46,50,0,0,0,Legítimo
192.168.48.163,"Submetralhadora, Espingarda, Silenciador, Capacete",90,122,94,21,0,0,0,Legítimo
192.168.25.136,"Colete, GranadaFrag, Espingarda, Silenciador",97,362,42,40,0,0,1,Legítimo
192.168.66.91,"Explosivo, Torreta, Espingarda, Pistola",99,258,29,25,0,0,0,Legítimo
192.168.134.41,"Pistola, GranadaInc, Torreta, Submetralhadora",68,261,135,42,0,0,0,Legítimo
192.168.92.183,"Silenciador, Drone, Espingarda, Fuzil",59,190,45,15,0,0,0,Legítimo
192.168.200.179,"GranadaFumo, Silenciador, Lança-granadas, Espingarda",82,207,128,99,0,0,1,Suspeito
192.168.142.147,"Drone, Fuzil, Revólver, Metralhadora",62,51,36,49,0,1,0,Suspeito
192.168.161.136,"Capacete, Colete, Silenciador, Pistola",74,187,60,72,0,0,1,Suspeito
192.168.57.146,"MedKit, Sniper, GranadaFumo, Capacete",68,390,57,49,1,0,0,Legítimo
192.168.2.127,"Sniper, Submetralhadora, Lança-granadas, Fuzil",67,244,68,73,0,0,0,Legítimo
192.168.253.157,"GranadaInc, Faca, GranadaFumo, Pistola",68,400,109,79,0,0,0,Legítimo
192.168.83.107,"Revólver, Pistola, Metralhadora, Sniper",50,59,37,89,0,0,0,Suspeito
192.168.224.151,"Revólver, Sniper, Torreta, Submetralhadora",44,181,70,65,0,1,0,Legítimo
192.168.144.30,"Drone, GranadaFrag, Explosivo, MedKit",66,242,21,1,0,0,0,Legítimo
192.168.153.2,"Fuzil, Faca, Colete, Revólver",80,164,60,52,0,0,0,Legítimo
192.168.116.69,"Faca, Capacete, Espingarda, Metralhadora",69,214,80,64,0,0,0,Legítimo
192.168.84.229,"Torreta, GranadaFrag, MedKit, Submetralhadora",69,87,57,69,0,0,0,Legítimo
192.168.167.78,"MedKit, Drone, Mira, Silenciador",78,80,26,6,0,1,0,Suspeito
192.168.99.32,"Colete, Mira, Fuzil, Faca",54,182,54,61,0,0,0,Legítimo
192.168.126.48,"GranadaFrag, Submetralhadora, Mira, Pistola",55,322,51,49,0,0,0,Legítimo
192.168.4.217,"Revólver, Silenciador, Explosivo, GranadaInc",43,255,122,24,1,0,0,Legítimo
192.168.174.216,"Drone, Metralhadora, Mira, Espingarda",77,318,63,16,0,0,0,Legítimo
192.168.251.216,"Submetralhadora, GranadaFumo, Mira, Silenciador",66,123,122,79,0,1,1,Suspeito
192.168.60.45,"Silenciador, Revólver, GranadaInc, Lança-granadas",48,200,74,41,0,0,0,Legítimo
192.168.157.118,"Submetralhadora, GranadaInc, Fuzil, Metralhadora",48,80,128,51,0,0,0,Legítimo
192.168.129.238,"Espingarda, MedKit, Silenciador, Submetralhadora",82,237,47,70,0,0,0,Legítimo
192.168.249.160,"Fuzil, Submetralhadora, MedKit, GranadaFumo",66,251,51,50,0,0,0,Legítimo
192.168.100.40,"MedKit, Revólver, Mira, GranadaFumo",76,331,99,76,0,0,0,Legítimo
192.168.111.191,"MedKit, GranadaInc, Silenciador, Sniper",59,204,30,12,0,0,0,Legítimo
192.168.21.178,"GranadaInc, Revólver, Colete, Faca",74,267,25,59,0,0,0,Legítimo
192.168.136.174,"Torreta, Silenciador, Submetralhadora, GranadaFumo",50,211,97,97,0,0,1,Legítimo
192.168.85.233,"Metralhadora, GranadaFrag, GranadaInc, Silenciador",46,346,28,30,0,0,0,Legítimo
192.168.189.82,"Drone, Sniper, Torreta, Silenciador",66,87,44,54,0,0,0,Legítimo
192.168.231.167,"Lança-granadas, Mira, Revólver, Pistola",86,156,34,79,0,0,0,Suspeito
192.168.114.190,"Espingarda, GranadaFumo, Mira, GranadaFrag",75,370,49,45,0,0,0,Legítimo
192.168.132.147,"Sniper, Revólver, Torreta, Mira",63,108,35,92,0,0,0,Suspeito
192.168.25.124,"Capacete, Metralhadora, Lança-granadas, Torreta",50,166,77,72,0,0,0,Legítimo
192.168.11.26,"Faca, Colete, Revólver, Metralhadora",68,270,81,73,0,0,0,Legítimo
192.168.205.247,"Lança-granadas, Mira, Colete, Faca",76,290,74,59,0,0,0,Legítimo
192.168.27.158,"Explosivo, Revólver, Faca, Drone",90,59,56,6,0,0,0,Legítimo
192.168.143.180,"Metralhadora, Faca, GranadaInc, Torreta",89,316,84,91,0,1,0,Suspeito
192.168.27.215,"Fuzil, Submetralhadora, Espingarda, MedKit",48,117,80,28,0,0,0,Legítimo
192.168.207.163,"Lança-granadas, Capacete, Faca, Metralhadora",42,59,108,40,0,0,0,Legítimo
192.168.194.105,"Capacete, Pistola, Torreta, Sniper",67,91,66,69,0,0,1,Legítimo
192.168.15.97,"GranadaInc, GranadaFrag, Revólver, GranadaFumo",73,358,71,71,0,0,0,Legítimo
192.168.56.14,"Torreta, GranadaInc, GranadaFumo, Pistola",56,393,87,68,0,0,0,Legítimo
192.168.72.174,"Torreta, Revólver, GranadaFrag, MedKit",95,248,83,61,0,0,0,Legítimo
192.168.35.230,"Drone, Pistola, Colete, Explosivo",51,384,143,95,0,1,0,Suspeito
192.168.147.108,"Revólver, Silenciador, Mira, Colete",43,135,114,12,0,0,1,Suspeito
192.168.116.127,"Sniper, Fuzil, Espingarda, MedKit",54,149,133,0,0,0,0,Legítimo
192.168.178.242,"MedKit, Drone, GranadaFrag, Colete",42,311,22,16,0,1,0,Legítimo
192.168.147.144,"Revólver, Sniper, GranadaFrag, Drone",70,261,30,7,0,0,0,Legítimo
192.168.100.105,"Lança-granadas, Capacete, MedKit, GranadaInc",46,106,52,60,0,0,0,Legítimo
192.168.199.165,"Capacete, MedKit, Colete, Explosivo",51,307,110,47,0,0,0,Legítimo
192.168.54.93,"Faca, Fuzil, Revólver, Mira",64,85,35,91,0,0,0,Suspeito
192.168.238.126,"GranadaInc, Torreta, Explosivo, Silenciador",84,98,99,92,0,0,0,Suspeito
192.168.179.103,"Pistola, Sniper, GranadaFrag, Faca",53,212,138,32,0,0,0,Legítimo
192.168.252.193,"Explosivo, Colete, Espingarda, Pistola",48,366,126,50,0,1,0,Legítimo
192.168.64.213,"Espingarda, Lança-granadas, Colete, Capacete",94,387,86,50,0,0,0,Legítimo
192.168.91.99,"GranadaInc, Sniper, Capacete, GranadaFumo",91,375,140,49,0,0,0,Legítimo
192.168.33.159,"Colete, Drone, Mira, Submetralhadora",79,258,99,50,0,0,0,Legítimo
192.168.149.19,"Pistola, Metralhadora, GranadaFrag, Revólver",52,380,67,15,0,0,0,Legítimo
192.168.157.28,"MedKit, Sniper, Faca, Lança-granadas",54,219,53,78,0,0,0,Legítimo
192.168.7.5,"Torreta, Colete, GranadaFumo, Capacete",69,138,59,35,0,0,1,Legítimo
192.168.129.224,"GranadaFumo, GranadaInc, Colete, Fuzil",80,249,103,27,0,0,0,Legítimo
192.168.76.122,"Colete, Mira, Faca, GranadaFrag",40,373,148,61,0,0,0,Legítimo
192.168.76.47,"Silenciador, Faca, Fuzil, Espingarda",52,289,141,11,0,0,0,Legítimo
192.168.93.175,"Submetralhadora, Fuzil, Espingarda, Mira",86,121,38,92,0,0,0,Suspeito
192.168.46.169,"Revólver, Metralhadora, Fuzil, MedKit",48,380,136,34,0,1,0,Legítimo
192.168.64.223,"Colete, Torreta, Capacete, MedKit",84,181,112,38,0,0,1,Suspeito
192.168.132.54,"Colete, Fuzil, Submetralhadora, GranadaFrag",52,322,90,40,0,0,0,Legítimo
192.168.149.85,"Drone, Capacete, Lança-granadas, Silenciador",59,193,74,74,0,0,0,Legítimo
192.168.236.248,"Lança-granadas, Submetralhadora, Pistola, Fuzil",82,54,111,37,0,0,0,Suspeito
192.168.43.251,"Fuzil, Torreta, GranadaInc, GranadaFumo",89,344,82,42,0,0,0,Legítimo
192.168.139.3,"Drone, GranadaFumo, Metralhadora, GranadaFrag",82,359,50,52,0,0,0,Legítimo
192.168.105.28,"Faca, Sniper, Fuzil, Torreta",50,149,51,20,0,0,0,Legítimo
192.168.173.115,"Pistola, Metralhadora, Faca, Mira",41,121,117,84,0,1,0,Suspeito
192.168.248.181,"Silenciador, Fuzil, Submetralhadora, Sniper",89,276,104,22,0,0,0,Legítimo
192.168.120.44,"Capacete, Submetralhadora, Drone, Revólver",50,197,150,29,0,0,0,Legítimo
192.168.140.65,"GranadaFrag, Colete, GranadaFumo, Revólver",73,121,85,69,0,0,0,Legítimo
192.168.121.69,"Drone, Espingarda, Faca, GranadaFrag",52,51,144,87,1,1,0,Suspeito
192.168.245.86,"Fuzil, Lança-granadas, Sniper, Torreta",79,357,59,86,0,0,0,Legítimo
192.168.255.152,"Silenciador, Colete, GranadaFrag, Sniper",55,376,140,89,0,1,1,Suspeito
192.168.93.147,"Torreta, Revólver, Lança-granadas, Espingarda",79,338,126,73,0,0,0,Legítimo
192.168.3.124,"Mira, Colete, GranadaInc, Capacete",76,145,30,20,0,0,0,Legítimo
192.168.144.167,"Sniper, Revólver, GranadaFumo, MedKit",96,298,37,14,0,1,0,Suspeito
192.168.142.155,"Pistola, Faca, GranadaInc, Espingarda",65,237,37,95,0,0,0,Legítimo
192.168.184.115,"Fuzil, Capacete, Drone, Revólver",53,213,40,38,0,0,0,Legítimo
192.168.223.220,"Pistola, Silenciador, MedKit, Sniper",87,313,43,50,0,0,0,Legítimo
192.168.106.81,"MedKit, Drone, GranadaFrag, Faca",68,358,70,43,0,0,0,Legítimo
192.168.51.73,"Revólver, Submetralhadora, Metralhadora, GranadaFrag",69,176,28,35,1,1,0,Suspeito
192.168.197.120,"Explosivo, MedKit, Capacete, Faca",92,174,126,42,0,0,0,Suspeito
192.168.123.160,"GranadaFumo, Metralhadora, Colete, Capacete",76,398,41,83,0,0,0,Legítimo
192.168.226.168,"MedKit, Espingarda, Lança-granadas, GranadaInc",41,117,88,15,0,0,0,Legítimo
192.168.207.106,"Fuzil, Silenciador, Explosivo, Faca",40,283,117,62,1,0,0,Legítimo
192.168.227.191,"Mira, Torreta, Submetralhadora, Colete",88,374,63,58,0,0,0,Legítimo
192.168.77.195,"Pistola, Submetralhadora, GranadaFumo, GranadaFrag",40,343,69,73,0,0,0,Legítimo
192.168.117.125,"GranadaFumo, Capacete, Faca, Revólver",54,388,24,82,0,0,0,Legítimo
192.168.209.169,"Mira, GranadaInc, Colete, Revólver",67,241,124,48,0,0,0,Legítimo
192.168.136.238,"Torreta, Colete, Mira, Drone",68,142,22,51,0,0,0,Legítimo
192.168.198.173,"Fuzil, Sniper, Submetralhadora, Metralhadora",87,323,20,86,0,1,0,Suspeito
192.168.40.226,"Submetralhadora, Silenciador, Faca, Lança-granadas",85,348,127,92,0,0,1,Suspeito
192.168.77.13,"Submetralhadora, Faca, Metralhadora, Pistola",55,396,64,32,0,0,0,Legítimo
192.168.21.197,"Faca, Explosivo, GranadaFumo, Mira",62,268,128,5,0,0,0,Legítimo
192.168.211.64,"GranadaFumo, GranadaInc, Fuzil, Capacete",40,152,66,92,0,0,0,Legítimo
192.168.48.225,"Mira, GranadaFrag, Colete, Silenciador",53,189,120,30,0,1,1,Suspeito
192.168.18.60,"Colete, GranadaInc, Torreta, Lança-granadas",66,355,94,3,0,0,0,Legítimo
192.168.72.254,"Explosivo, Faca, Fuzil, GranadaInc",78,170,87,92,0,0,0,Legítimo
192.168.217.242,"GranadaInc, Silenciador, Revólver, GranadaFumo",73,258,80,93,0,0,0,Legítimo
192.168.150.43,"Colete, GranadaInc, Fuzil, Faca",88,148,104,18,0,1,0,Suspeito
192.168.58.58,"Capacete, GranadaFrag, Lança-granadas, Torreta",63,74,95,69,0,0,0,Legítimo
192.168.172.129,"GranadaFumo, Lança-granadas, Submetralhadora, Revólver",66,78,58,38,0,0,0,Legítimo
192.168.26.106,"Espingarda, Sniper, GranadaInc, Mira",75,111,103,98,0,0,0,Suspeito
192.168.112.20,"Faca, GranadaInc, Fuzil, MedKit",81,116,140,2,0,0,0,Suspeito
192.168.1.249,"Fuzil, GranadaInc, Capacete, Faca",41,292,104,80,0,0,0,Legítimo
192.168.233.11,"MedKit, GranadaInc, Mira, Silenciador",85,368,43,48,0,0,0,Legítimo
192.168.21.249,"GranadaFumo, Lança-granadas, Espingarda, Torreta",100,245,55,20,0,1,0,Legítimo
192.168.215.205,"Revólver, Colete, GranadaInc, Capacete",99,395,24,56,0,0,0,Legítimo
192.168.10.47,"Espingarda, Capacete, Colete, Explosivo",81,252,138,39,0,1,1,Suspeito
192.168.7.92,"Mira, Lança-granadas, Faca, Explosivo",91,123,53,100,0,0,0,Suspeito
192.168.19.194,"GranadaFumo, Silenciador, Faca, Revólver",97,253,45,93,0,0,1,Suspeito
192.168.226.51,"Explosivo, Silenciador, Pistola, Torreta",61,233,130,4,0,1,0,Legítimo
192.168.90.209,"GranadaFrag, Capacete, Silenciador, Mira",80,57,144,9,0,0,0,Legítimo
192.168.70.203,"Capacete, GranadaFumo, GranadaFrag, Submetralhadora",78,381,37,49,0,0,0,Legítimo
192.168.158.194,"Silenciador, Metralhadora, Espingarda, Pistola",56,111,70,4,0,0,0,Legítimo
192.168.49.99,"Revólver, Mira, Capacete, GranadaInc",67,179,46,14,0,0,0,Legítimo
192.168.171.92,"Fuzil, Drone, Faca, Torreta",98,135,45,48,0,0,0,Legítimo
192.168.208.234,"Drone, GranadaFrag, Torreta, Metralhadora",96,245,68,6,0,0,0,Legítimo
192.168.233.122,"Colete, Explosivo, GranadaFrag, Submetralhadora",94,178,65,18,0,0,0,Legítimo
192.168.36.217,"GranadaFrag, Colete, Revólver, Lança-granadas",85,320,40,42,0,0,0,Legítimo
